dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2,n_3,k_3,theta_3,code_size_3,list size_3,buckets size_3,m_3,eta_3,pf_inv_3,num_codes_3,filter_cost_3,memory_cost_3,search_cost_3,n_4,k_4,theta_4,code_size_4,list size_4,buckets size_4,m_4,eta_4,pf_inv_4,num_codes_4,filter_cost_4,memory_cost_4,search_cost_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,1,341.750911,1023,341,1.193805208,99.23471584,209.660496,209.6599731,2,0.75,1,38.39125285,264.2401208,302.6903519,301.9298918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,hardware_time,-12.8,1,92.03249524,255,85,1.178097245,27.0537243,61.16311769,61.68711044,3,0.75,1,10.58623951,75.1324583,80.39103793,80.46404878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,hardware_time,-12.8,3,156.4532635,511,170,1.308996939,21.91635112,104.1576864,104.1573581,2,0.75,1,11.28161412,120.0626992,144.4362834,142.8473183,511,170,1.308996939,25.43393514,80.45478508,82.241007,2,0.75,1,8.47797877,98.11914937,110.7707941,110.9141884,511,170,1.308996939,23.59586605,56.80359104,56.80346362,3,0.75,1,11.12375825,69.61545482,73.40757986,73.18702258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,5,223.313528,1023,341,1.366592804,15.25491788,146.5541108,139.9757845,2,0.75,1,15.25489123,159.1080978,207.0327098,206.0841061,1023,341,1.366592804,15.44255479,124.718582,120.6255381,2,0.75,1,15.4425598,137.3662888,174.2981927,173.4699547,1023,341,1.366592804,19.55524818,102.9144656,105.1829833,2,0.75,1,11.73316442,117.6188785,145.104813,144.4616492,1023,341,1.366592804,23.79188246,81.14176342,85.6277351,2,0.75,1,7.930633808,97.96491021,115.6551397,115.2379293,1023,341,1.366592804,24.14294458,59.40047724,61.83585264,2,0.75,1,8.673170911,76.39908264,80.06460573,82.51259968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,2,327.8254979,1023,341,1.267109037,65.25672802,209.660496,209.6603868,2,0.75,1,24.83332543,247.2450905,302.6906621,299.585555,1023,341,1.267109037,64.01218393,144.40211,143.2258174,2,0.75,1,29.09644724,181.364197,204.1753829,204.28721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,hardware_time,-12.8,2,89.40902388,255,85,1.256637061,19.06004147,61.16311769,62.30307083,2,0.75,1,6.353329441,75.64234056,81.03981551,81.63455678,255,85,1.256637061,17.84421537,43.23607555,43.23594437,6,0.75,1,8.362365082,51.15802495,53.23436755,52.78491647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,hardware_time,-12.8,4,155.8190948,511,170,1.345648853,19.25588149,104.1576864,106.8589781,2,0.75,1,6.418647451,118.7319741,147.5729261,147.9230089,511,170,1.345648853,19.53892966,85.89395927,87.60309663,2,0.75,1,6.512926116,100.6096908,118.8300933,121.0024396,511,170,1.345648853,16.53999178,67.66876995,68.06416697,2,0.75,1,9.924097119,80.88436891,90.03002685,89.91374096,511,170,1.345648853,20.18665713,49.48212236,51.52417519,3,0.75,1,6.825569722,61.15690922,64.66350532,66.04462803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,1,271.1726763,1023,341,1.193805208,77.99643001,167.6281923,167.5768105,2,0.75,1,30.52034218,211.5730828,239.6042667,239.6988515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,3,321.6802113,1023,341,1.308996939,49.26761795,209.660496,209.6602568,2,0.75,1,18.74153636,239.2483097,302.6905646,299.2766842,1023,341,1.308996939,49.21664528,160.39109,160.3906731,2,0.75,1,20.38162127,189.9533607,228.7863224,227.4488809,1023,341,1.308996939,49.08268767,111.1724773,111.0888987,2,0.75,1,22.31031258,140.6677019,154.8973934,154.9459699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,hardware_time,-12.8,3,90.1410659,255,85,1.319468915,8.832890014,61.16311769,57.59975099,2,0.75,1,8.834834962,70.52546466,78.98031439,79.98426541,255,85,1.319468915,8.982993575,48.75990717,46.81892575,2,0.75,1,8.984601053,58.19708337,60.55471458,60.45008409,255,85,1.319468915,13.72770778,36.40593079,37.83593217,7,0.75,1,4.631849585,43.31421587,45.12621581,46.11506581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,hardware_time,-12.8,5,157.3031848,511,170,1.371828792,10.48683502,104.1576864,99.78865376,2,0.75,1,10.4876734,114.3460045,143.4518074,145.6680763,511,170,1.371828792,10.59991284,89.29834629,85.07277294,2,0.75,1,10.59959644,99.54308496,121.1652397,123.4397672,511,170,1.371828792,10.72024426,74.46937927,70.39452262,2,0.75,1,10.72027953,84.77416588,98.92478067,100.9527188,511,170,1.371828792,10.8494051,59.67078911,57.50037908,2,0.75,1,10.85026435,70.04003919,76.85082186,78.10551949,511,170,1.371828792,16.48271344,44.90257955,46.65097398,3,0.75,1,6.971394871,55.34202377,57.46212645,60.009156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,2,260.1330384,1023,341,1.267109037,51.56424739,167.6281923,167.6277109,2,0.75,1,19.86417795,198.3518732,239.6419274,237.7643445,1023,341,1.267109037,50.72564752,116.0614912,115.2909893,2,0.75,1,23.05711251,146.3656506,161.827127,162.4019364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,4,318.5417813,1023,341,1.335176878,40.49955849,209.660496,209.6599777,2,0.75,1,15.46744272,234.8632275,302.6903554,299.9769515,1023,341,1.335176878,40.02264915,169.1588704,169.1584969,2,0.75,1,16.96152028,194.1230419,241.9380255,239.9165736,1023,341,1.335176878,40.85508972,128.6984401,129.1358478,2,0.75,1,17.24992677,154.0788747,181.6126973,180.6746333,1023,341,1.335176878,40.37624896,88.27920588,88.27897144,2,0.75,1,18.96984115,113.4201141,120.6186331,118.0356584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,hardware_time,-12.8,4,90.87342533,255,85,1.361356817,6.714245518,61.16311769,58.52482464,2,0.75,1,6.703087419,69.46556305,79.03526792,83.12863024,255,85,1.361356817,6.781359714,51.80362531,49.26740527,2,0.75,1,6.772582588,60.13937777,65.01795452,68.57992584,255,85,1.361356817,6.845490051,42.47905807,41.18390298,4,0.75,1,6.859092737,49.13521149,51.50103549,53.76785657,255,85,1.361356817,10.39660478,33.18942926,34.33841293,7,0.75,1,3.890894801,39.62085069,40.91521134,42.46511186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hardware_time,-12.8,1,199.8741338,511,170,1.193805208,57.00135443,125.3794286,125.5797441,2,0.75,1,22.30487782,158.844435,176.427188,176.6985734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,3,255.7370981,1023,341,1.303760951,40.54523239,167.6281923,167.627749,2,0.75,1,15.63889985,192.8406408,239.641956,237.2151897,1023,341,1.303760951,40.49198304,127.0805443,127.0799086,2,0.75,1,17.04167841,152.2662763,178.8203397,177.406665,1023,341,1.303760951,40.43914794,86.58595053,86.58553806,2,0.75,1,18.6265827,111.7451729,118.0786166,115.2814834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,5,317.5744909,1023,341,1.361356817,30.88938857,209.660496,209.6598667,2,0.75,1,14.34381886,230.0571261,302.6902721,300.5522294,1023,341,1.361356817,34.39132929,177.0027265,178.7704781,2,0.75,1,11.46377646,199.1506286,255.5687726,256.9449274,1023,341,1.361356817,29.21500686,144.3775983,144.3775941,2,0.75,1,17.31091386,163.9367697,204.7663943,202.4122307,1023,341,1.361356817,35.4381733,111.7851124,115.1625873,2,0.75,1,11.81272441,134.4564417,159.9863126,159.6962218,1023,341,1.361356817,33.02478821,79.22526938,79.72441395,2,0.75,1,15.3249711,100.689603,107.4602985,108.2811119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,hardware_time,-12.8,5,93.18331712,255,85,1.398008731,5.129283017,61.16311769,59.20105623,2,0.75,1,5.129291467,68.67269045,79.1216379,87.05106736,255,85,1.398008731,5.169925001,54.06481941,52.16796025,2,0.75,1,5.147148802,61.59445418,68.49139918,75.76995465,255,85,1.398008731,5.169925001,46.99104776,45.11876135,2,0.75,1,5.209336954,54.52040956,57.94052183,64.3815732,255,85,1.398008731,5.209453366,39.94181485,38.13364208,6,0.75,1,5.249578423,45.75425257,47.8289818,52.93485442,255,85,1.398008731,5.247927513,32.91713287,31.17203218,7,0.75,1,5.969358154,38.61078203,39.11417457,41.29557875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hardware_time,-12.8,2,192.098128,511,170,1.267109037,37.81430535,125.3794286,125.3792901,2,0.75,1,14.85056874,149.2466398,176.269039,175.2257549,511,170,1.267109037,37.36809705,87.56218593,87.18480665,2,0.75,1,16.98549866,111.2061269,119.2878317,119.5475535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,4,253.8886172,1023,341,1.335176878,33.56774746,167.6281923,168.9546531,2,0.75,1,11.18924912,189.350931,240.9559754,241.1875407,1023,341,1.335176878,29.54039157,135.3849333,135.3842772,2,0.75,1,16.01051549,155.0933939,191.276908,188.3283764,1023,341,1.335176878,34.81927178,103.1830808,105.8438856,2,0.75,1,11.60642395,125.5315775,146.05381,145.2989131,1023,341,1.335176878,32.11679495,71.02263613,71.02237597,2,0.75,1,15.29985971,92.01945185,94.73377983,92.48146762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,hardware_time,-12.8,1,128.5704551,511,170,1.183333233,37.28569575,82.80473907,82.80400636,2,0.75,1,15.21533247,106.3816082,112.4065596,112.2777603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hardware_time,-12.8,3,189.4668943,511,170,1.298524963,32.37138755,125.3794286,126.7825748,2,0.75,1,10.79046242,146.5241554,177.6754458,176.6774174,511,170,1.298524963,30.39724705,94.40838849,93.89292267,2,0.75,1,13.81693059,114.565612,129.4771736,128.500881,511,170,1.298524963,30.85708475,63.49287138,63.49277435,3,0.75,1,14.55937972,78.73671848,83.43948632,78.68010616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,5,253.219908,1023,341,1.361356817,27.25505077,167.6281923,170.5475038,2,0.75,1,9.085018144,186.1937914,243.0889794,242.1793843,1023,341,1.361356817,27.61912343,141.5176496,143.2924531,2,0.75,1,9.206375809,160.265242,202.3502873,204.5709487,1023,341,1.361356817,23.34320212,115.4399554,115.6733296,2,0.75,1,14.00592261,132.049005,161.5455553,161.2589443,1023,341,1.361356817,28.43626494,89.39511094,92.3301275,2,0.75,1,9.478757523,108.5511994,125.7618431,127.1913271,1023,341,1.361356817,26.48790255,63.38311766,63.89386256,2,0.75,1,13.8232974,81.56470364,83.7082385,83.857294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,hardware_time,-12.8,2,124.002234,511,170,1.261873049,26.02831347,82.80473907,84.14868265,2,0.75,1,8.676106208,100.7495686,113.7417833,113.7407675,511,170,1.261873049,24.61505377,58.115796,58.11872065,3,0.75,1,11.18868254,71.25040908,75.37737487,75.58697599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hardware_time,-12.8,4,187.8540409,511,170,1.340412866,24.12094737,125.3794286,126.4983742,2,0.75,1,8.040317212,142.3975385,177.3397963,178.5274187,511,170,1.340412866,20.95034515,102.3746281,102.3743202,2,0.75,1,11.72927775,117.8068659,141.7617112,140.5874147,511,170,1.340412866,24.9361936,79.40980827,81.42397504,2,0.75,1,8.312069758,96.83550417,109.5035425,109.8450879,511,170,1.340412866,22.8819976,56.48497174,56.48493384,3,0.75,1,11.06079022,69.06924974,72.92997069,72.64513343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,1,306.4623869,1023,341,1.193805208,88.64645035,188.6604456,188.6598553,2,0.75,1,34.4342846,237.9390078,271.1902258,270.8454262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2,n_3,k_3,theta_3,code_size_3,list size_3,buckets size_3,m_3,eta_3,pf_inv_3,num_codes_3,filter_cost_3,memory_cost_3,search_cost_3,n_4,k_4,theta_4,code_size_4,list size_4,buckets size_4,m_4,eta_4,pf_inv_4,num_codes_4,filter_cost_4,memory_cost_4,search_cost_4dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2
